name	type	units
C3	n/a	n/a
C4	n/a	n/a
O1	n/a	n/a
O2	n/a	n/a
A1	n/a	n/a
A2	n/a	n/a
Cz	n/a	n/a
F3	n/a	n/a
F4	n/a	n/a
F7	n/a	n/a
F8	n/a	n/a
Fz	n/a	n/a
Fp1	n/a	n/a
Fp2	n/a	n/a
Fpz	n/a	n/a
P3	n/a	n/a
P4	n/a	n/a
Pz	n/a	n/a
T7	n/a	n/a
T8	n/a	n/a
P7	n/a	n/a
P8	n/a	n/a
E1	n/a	n/a
E2	n/a	n/a
EMG	n/a	n/a
EMG1	n/a	n/a
EKG1	n/a	n/a
EKG2	n/a	n/a
LAT1	n/a	n/a
LAT2	n/a	n/a
T1	n/a	n/a
T2	n/a	n/a
CHEST	n/a	n/a
ABD	n/a	n/a
FLOW	n/a	n/a
SNORE	n/a	n/a
DIF5	n/a	n/a
DIF6	n/a	n/a
POS	n/a	n/a
DC2	n/a	n/a
DC3	n/a	n/a
DC4	n/a	n/a
DC5	n/a	n/a
DC6	n/a	n/a
DC7	n/a	n/a
DC8	n/a	n/a
DC9	n/a	n/a
DC10	n/a	n/a
OSAT	n/a	n/a
PR	n/a	n/a
